[5.3467  Replica 0000]: received entries: 2
[5.3467  Replica 0000]: successfully added NQCK0T63ST24SR7O08MKT1R475SI89SQ to log, up to index 5)
[5.3468  Replica 0000]: successfully added PQJQCGH3EYXD144LMS55R7FWF9XT0PYM to log, up to index 5)
[5.3469  Replica 0001]: highest: 4
[5.3469  Replica 0001]: received confirmation that key indexes up to 5 are replicated on 0004
[5.3470  Replica 0001]: highest: 5
[5.3470  Replica 0001]: committing key PQJQCGH3EYXD144LMS55R7FWF9XT0PYM, value 2cab1b9cdb32425ea70fc5366cf4bfc5 to state machine (mid=8BXL52M5HBGSLWC3)
[5.3470  Replica 0001]: completed PUT (mid: 8BXL52M5HBGSLWC3)
[5.3470  Replica 0001]: received confirmation that key indexes up to 5 are replicated on 0003
[5.3470  Replica 0001]: highest: 5
[5.3470  Replica 0001]: received confirmation that key indexes up to 5 are replicated on 0000
[5.3476  Replica 0001]: highest: 5
[5.3476  Replica 0001]: received confirmation that key indexes up to 5 are replicated on 0002
[5.4540  Replica 0001]: executing GET (mid: GMGB5XEA77MVMZRM, key PQJQCGH3EYXD144LMS55R7FWF9XT0PYM)
[5.4540  Replica 0001]: executing PUT (mid: SG66BV7XJ8QDWZJQ, key 0HDX5OA58EGZGR27X30V7CQ1FQOKR8ND)
[5.4540  Replica 0001]: sending updates to 0004, highest log index = 6, next index: 6
